,Item,Naive,SES,Arima,Basic LSTM,Stacked LSTM,RNN,GRU
142,StatTrak™ M4A1-S | Player Two (Factory New),7.095086606764963,7.493404598067262,10.937097160398999,14.833088912976594,16.20388856054186,14.096745318338302,13.950402593289104
143,StatTrak™ M4A1-S | Printstream (Factory New),11.463650050147415,12.315545573075875,12.292156460411777,12.0670022635955,12.930366115306912,11.995792352018256,11.934278252042338
144,StatTrak™ M4A1-S | Printstream (Minimal Wear),18.00676521249206,12.541229594983658,12.54640120058859,15.198981850166632,14.716754111289115,13.12941777434797,13.47775240123799
145,StatTrak™ M4A4 | In Living Color (Factory New),9.431495282657071,9.909406232494167,65.52630036386435,15.413693688842226,19.62762298461009,12.78528658688103,14.974210027281405
146,StatTrak™ M4A4 | In Living Color (Minimal Wear),7.654156187564893,7.800624638109183,15.824177982393605,13.189564537173665,16.213731700600277,20.282805667684155,12.877652895686236
147,StatTrak™ M4A4 | Neo-Noir (Factory New),14.003885834860936,12.101234259190814,8.975765489731657,13.308184540853059,12.400838450026857,12.634940247401806,11.136283750146038
148,StatTrak™ M4A4 | Royal Paladin (Factory New),10.983830535702774,10.116294726315312,10.101774734331526,21.631300817301877,14.993997268422696,11.400869609596162,10.203112974606615
149,StatTrak™ M4A4 | The Emperor (Factory New),12.870512265909708,9.768646118212173,10.05967518157113,11.268157065107278,10.640812404251312,10.501688671722572,11.85078954380797
150,StatTrak™ MAC-10 | Stalker (Factory New),28.692013911589882,14.454036162542321,14.484890772196517,15.978505758652187,16.082814354158817,15.315413426303559,16.21851373128217
151,StatTrak™ MP9 | Starlight Protector (Factory New),10.772320630346895,10.561609913875442,125.44301790530416,14.581788950772545,23.253892783154868,12.7568529523923,24.03667574550519
152,StatTrak™ MP9 | Starlight Protector (Minimal Wear),15.255732323786308,14.665291598196037,10.606327738438935,9.484357565594642,7.158985715616254,9.320188885451197,9.407260349930638
153,StatTrak™ SSG 08 | Bloodshot (Minimal Wear),19.836177486971838,23.406654285921572,19.185206861358687,22.133167917630246,22.898761905247138,23.17856770743739,23.42820693434955
154,StatTrak™ USP-S | Kill Confirmed (Factory New),11.71848953209095,11.891003671826027,11.809753668069433,17.350158780739054,19.57236683822769,13.208905570628191,24.098365635222592
155,StatTrak™ USP-S | Orion (Battle-Scarred),26.094239936366023,29.874451990412634,29.796076004100716,30.99231693917409,31.534135389078,40.793456563036194,46.596010637617034
156,StatTrak™ USP-S | Overgrowth (Factory New),24.183062123415997,23.41284617932254,23.262258458160677,23.867471220148463,23.860477318462205,24.042736439118187,23.975816153332698
157,StatTrak™ USP-S | The Traitor (Factory New),13.940170242601095,14.486707847131894,52.57888073101213,26.506597196437674,25.988104159808355,24.72232095814584,26.91435772829176
158,StatTrak™ USP-S | The Traitor (Minimal Wear),5.721116674329535,5.962914565205099,5.367613930263303,18.71740057168567,15.530358992845212,11.232843135819245,17.202226630365466
159,Sticker | 100 Thieves (Foil) | Boston 2018,50.099730682534954,42.58290233031195,41.32162781404086,116.70209984429874,123.11417293668487,92.1083315405836,117.27689745440452
160,Sticker | 3DMAX (Holo) | Katowice 2014,104.50818946829749,105.32229399953191,105.21328994856171,110.72904658160161,109.80549313187059,103.3386158841993,110.06537731509354
161,Sticker | AdreN (Gold) | Krakow 2017,92.66607016714397,93.15083078654497,87.99310345057332,130.08548363956143,131.93939087333897,132.1897112853643,129.64144728198474
162,Sticker | B1ad3 (Gold) | Krakow 2017,61.93935595797032,65.20351864312555,48.427531822148886,145.03509540226872,150.1909108429253,138.46367696803202,145.6766502229409
163,Sticker | BnTeT (Gold) | London 2018,83.57171336455104,97.39887050647019,134.6796831168129,105.98971998572983,105.00700937635594,105.26709233202273,107.09618119614103
164,Sticker | Boombl4 (Gold) | Boston 2018,128.88930543190617,130.23596602825313,130.72509497944205,161.18677007366682,161.58053507252308,166.87568586730623,160.1923001381927
165,Sticker | Clan-Mystik (Holo) | Katowice 2014,93.36481256283614,88.30952484527889,91.14014110619348,67.25202703712478,65.88512989397154,53.40164905643423,54.0970463387261
166,Sticker | DD (Gold) | London 2018,47.91260791693523,52.17732984705531,51.4780849874152,79.76191409684863,79.90307267553045,80.24905768454687,79.54220583802325
167,Sticker | DickStacy (Gold) | Katowice 2019,25.051951627466682,29.484308282092755,29.470670670567056,41.56952832068087,53.43305747513143,47.35409482633179,55.697294639344726
